Reaction_class	KO
RC00074	K10989
RC00074	K16930
RC00075	K00141
RC00075	K00152
RC00075	K00157
RC00075	K10618
RC00075	K11947
RC00075	K16873
RC00075	K18275
RC00075	K18612
RC00075	K19630
RC00075	K20199
RC00075	K21802
RC00075	K22598
RC00076	K00208
RC00076	K00209
RC00076	K00232
RC00076	K00248
RC00076	K00249
RC00076	K00665
RC00076	K00668
RC00076	K02371
RC00076	K06445
RC00076	K07512
RC00076	K09478
RC00076	K10780
RC00076	K11533
RC00076	K17829
RC00077	K00692
RC00077	K01182
RC00077	K01186
RC00077	K01187
RC00077	K01193
RC00077	K01203
RC00077	K02527
RC00077	K12047
RC00077	K12316
RC00077	K12317
RC00077	K12357
RC00077	K15922
RC00077	K20811
RC00078	K00699
RC00078	K00849
RC00078	K00858
RC00078	K00859
RC00078	K00860
RC00078	K00888
RC00078	K00889
RC00078	K00891
RC00078	K00899
RC00078	K00911
RC00078	K00912
RC00078	K00913
RC00078	K00914
RC00078	K00915
RC00078	K00920
RC00078	K00921
RC00078	K00922
RC00078	K00923
RC00078	K00948
RC00078	K00951
RC00078	K00955
RC00078	K00974
RC00078	K00999
RC00078	K01082
RC00078	K01083
RC00078	K01085
RC00078	K01092
RC00078	K01093
RC00078	K01099
RC00078	K01106
RC00078	K01107
RC00078	K01108
RC00078	K01109
RC00078	K01110
RC00078	K01119
RC00078	K01139
RC00078	K01765
RC00078	K02233
RC00078	K02318
RC00078	K02649
RC00078	K03084
RC00078	K03103
RC00078	K03272
RC00078	K04339
RC00078	K04342
RC00078	K04343
RC00078	K05305
RC00078	K06881
RC00078	K07031
RC00078	K07053
RC00078	K07102
RC00078	K07291
RC00078	K07558
RC00078	K07816
RC00078	K08693
RC00078	K10047
RC00078	K10572
RC00078	K11211
RC00078	K12446
RC00078	K12570
RC00078	K13059
RC00078	K13084
RC00078	K13085
RC00078	K13711
RC00078	K13712
RC00078	K13811
RC00078	K13829
RC00078	K13830
RC00078	K14216
RC00078	K15422
RC00078	K15759
RC00078	K15897
RC00078	K15909
RC00078	K16017
RC00078	K16146
RC00078	K16190
RC00078	K17884
RC00078	K17910
RC00078	K18081
RC00078	K18082
RC00078	K18083
RC00078	K18086
RC00078	K18649
RC00078	K18677
RC00078	K18827
RC00078	K19517
RC00078	K19786
RC00078	K19801
RC00078	K19883
RC00078	K20278
RC00078	K20279
RC00078	K20426
RC00078	K20859
RC00078	K20866
RC00078	K21138
RC00078	K21285
RC00078	K21289
RC00078	K21344
RC00078	K21797
RC00078	K21798
RC00078	K22913
RC00080	K00128
RC00080	K00129
RC00080	K00130
RC00080	K00135
RC00080	K00137
RC00080	K00139
RC00080	K00143
RC00080	K00146
RC00080	K00149
RC00080	K00157
RC00080	K00206
RC00080	K00294
RC00080	K00494
RC00080	K02618
RC00080	K06447
RC00080	K07248
RC00080	K08324
RC00080	K09472
RC00080	K11817
RC00080	K12254
RC00080	K13774
RC00080	K13775
RC00080	K13821
RC00080	K13877
RC00080	K14085
RC00080	K14519
RC00080	K15514
RC00080	K15786
RC00080	K15854
RC00080	K17755
RC00080	K17761
RC00080	K19588
RC00080	K19699
RC00080	K19700
RC00080	K19962
RC00080	K22187
RC00080	K22417
RC00081	K00297
RC00083	K00286
RC00083	K00306
RC00083	K00318
RC00083	K13821
RC00083	K18318
RC00083	K18319
RC00084	K00031
RC00084	K00032
RC00084	K00052
RC00084	K00090
RC00084	K03473
RC00084	K05824
RC00084	K06151
RC00084	K06152
RC00084	K07246
RC00084	K10978
RC00084	K17753
RC00084	K21360
RC00084	K22229
RC00085	K00007
RC00085	K00008
RC00085	K00009
RC00085	K00040
RC00085	K00041
RC00085	K00045
RC00085	K00068
RC00085	K00094
RC00085	K08322
RC00085	K23005
RC00085	K23007
RC00086	K00368
RC00086	K15864
RC00087	K00001
RC00087	K00002
RC00087	K00003
RC00087	K00043
RC00087	K00048
RC00087	K00055
RC00087	K00086
RC00087	K00100
RC00087	K00108
RC00087	K00114
RC00087	K00121
RC00087	K00499
RC00087	K08318
RC00087	K09019
RC00087	K11440
RC00087	K12524
RC00087	K12525
RC00087	K12901
RC00087	K12904
RC00087	K13774
RC00087	K13775
RC00087	K13921
RC00087	K13951
RC00087	K13952
RC00087	K13953
RC00087	K13980
RC00087	K14028
RC00087	K14029
RC00087	K14465
RC00087	K14468
RC00087	K15039
RC00087	K15373
RC00087	K15403
RC00087	K16066
RC00087	K17755
RC00087	K18120
RC00087	K18121
RC00087	K18602
RC00087	K18857
RC00087	K19961
RC00087	K23146
RC00088	K00001
RC00088	K00002
RC00088	K00114
RC00088	K00121
RC00088	K04022
RC00088	K04072
RC00088	K13951
RC00088	K13952
RC00088	K13953
RC00088	K13954
RC00088	K13980
RC00088	K14028
RC00088	K14029
RC00088	K18857
RC00088	K22473
RC00088	K22474
RC00089	K00065
RC00089	K00097
RC00089	K00098
RC00089	K04708
RC00089	K05352
RC00089	K06221
RC00089	K12405
RC00089	K18335
RC00089	K19956
RC00089	K21680
RC00089	K21681
RC00089	K21883
RC00090	K00681
RC00090	K01307
RC00090	K01435
RC00090	K01439
RC00090	K01442
RC00090	K01453
RC00090	K01460
RC00090	K01833
RC00090	K01917
RC00090	K01919
RC00090	K01922
RC00090	K01928
RC00090	K01930
RC00090	K01945
RC00090	K02225
RC00090	K02227
RC00090	K03800
RC00090	K03894
RC00090	K03895
RC00090	K05362
RC00090	K05526
RC00090	K05604
RC00090	K05827
RC00090	K05831
RC00090	K06048
RC00090	K06914
RC00090	K07008
RC00090	K08069
RC00090	K08260
RC00090	K08660
RC00090	K09470
RC00090	K09473
RC00090	K10852
RC00090	K11204
RC00090	K11205
RC00090	K11206
RC00090	K11754
RC00090	K11787
RC00090	K11788
RC00090	K12234
RC00090	K12743
RC00090	K12748
RC00090	K13038
RC00090	K13559
RC00090	K13571
RC00090	K13713
RC00090	K14506
RC00090	K14755
RC00090	K14940
RC00090	K15792
RC00090	K18572
RC00090	K18592
RC00090	K19412
RC00090	K19795
RC00090	K21140
RC00090	K21604
RC00090	K21977
RC00090	K22099
RC00090	K22314
RC00091	K11943
RC00091	K11944
RC00091	K14578
RC00091	K14579
RC00091	K14580
RC00091	K14581
RC00092	K00225
RC00092	K00423
RC00092	K00434
RC00092	K21888
RC00094	K01046
RC00094	K01047
RC00094	K01058
RC00094	K01062
RC00094	K03367
RC00094	K06130
RC00094	K07518
RC00094	K12298
RC00094	K13534
RC00094	K13535
RC00094	K13700
RC00094	K13704
RC00094	K14073
RC00094	K14074
RC00094	K14075
RC00094	K14076
RC00094	K14188
RC00094	K14452
RC00094	K14621
RC00094	K14674
RC00094	K14675
RC00094	K14676
RC00094	K15739
RC00094	K16342
RC00094	K16343
RC00094	K16794
RC00094	K16795
RC00094	K16816
RC00094	K16817
RC00094	K17900
RC00094	K22283
RC00094	K22284
RC00095	K00249
RC00095	K14469
RC00095	K15020
RC00095	K19745
RC00095	K20143
RC00096	K00611
RC00096	K00628
RC00096	K00657
RC00096	K00659
RC00096	K00669
RC00096	K00681
RC00096	K01255
RC00096	K01256
RC00096	K01270
RC00096	K01431
RC00096	K01435
RC00096	K01442
RC00096	K01451
RC00096	K01453
RC00096	K01460
RC00096	K01833
RC00096	K01917
RC00096	K01918
RC00096	K01920
RC00096	K01942
RC00096	K01947
RC00096	K02225
RC00096	K02227
RC00096	K03524
RC00096	K05363
RC00096	K06016
RC00096	K06718
RC00096	K06914
RC00096	K07751
RC00096	K08069
RC00096	K08260
RC00096	K09065
RC00096	K09470
RC00096	K09473
RC00096	K09722
RC00096	K09994
RC00096	K11121
RC00096	K11140
RC00096	K11142
RC00096	K11693
RC00096	K11694
RC00096	K11695
RC00096	K12251
RC00096	K13043
RC00096	K13559
RC00096	K13564
RC00096	K13571
RC00096	K13799
RC00096	K14329
RC00096	K15428
RC00096	K15517
RC00096	K16181
RC00096	K18566
RC00096	K18572
RC00096	K18592
RC00096	K18854
RC00096	K21456
RC00096	K21935
RC00096	K22450
RC00097	K01964
RC00097	K01965
RC00097	K01966
RC00097	K03416
RC00097	K11263
RC00097	K11264
RC00097	K15036
RC00097	K15037
RC00097	K15052
RC00097	K18426
RC00097	K18472
RC00097	K18603
RC00097	K18604
RC00097	K18605
RC00097	K19312
RC00097	K22568
RC00098	K00529
RC00098	K03268
RC00098	K05708
RC00098	K05709
RC00098	K05710
RC00098	K08689
RC00098	K14578
RC00098	K14579
RC00098	K14580
RC00098	K14581
RC00098	K14748
RC00098	K14749
RC00098	K14750
RC00098	K15750
RC00098	K16268
RC00098	K18087
RC00098	K18088
RC00098	K18089
RC00098	K18090
RC00098	K18251
RC00098	K18252
RC00098	K18253
RC00098	K18254
RC00099	K00001
RC00099	K00002
RC00099	K00011
RC00099	K00013
RC00099	K00020
RC00099	K00022
RC00099	K00042
RC00099	K00048
RC00099	K00121
RC00099	K00488
RC00099	K01782
RC00099	K01825
RC00099	K04072
RC00099	K07514
RC00099	K08318
RC00099	K13951
RC00099	K13952
RC00099	K13953
RC00099	K13954
RC00099	K13980
RC00099	K14152
RC00099	K15303
RC00099	K18107
RC00099	K18857
RC00099	K19647
RC00100	K01426
RC00100	K01440
RC00100	K01916
RC00100	K01950
RC00100	K03742
RC00100	K03743
RC00100	K08281
RC00102	K00007
RC00102	K00008
RC00102	K00039
RC00102	K03331
RC00102	K05351
RC00102	K08261
RC00102	K17738
RC00102	K17742
RC00102	K17818
RC00102	K19633
RC00102	K21620
RC00103	K00022
RC00103	K00023
RC00103	K00059
RC00103	K07515
RC00103	K10251
RC00103	K11539
RC00104	K07248
RC00105	K00027
RC00105	K00028
RC00105	K00029
RC00105	K07246
RC00106	K01652
RC00106	K01653
RC00106	K11258
RC00107	K00217
RC00108	K00002
RC00108	K00011
RC00108	K00594
RC00108	K18106
RC00108	K19634
RC00108	K19642
RC00109	K00287
RC00109	K13938
RC00109	K13998
RC00109	K18589
RC00109	K18590
RC00109	K18591
RC00109	K19643
RC00109	K19644
RC00109	K19645
RC00110	K00287
RC00110	K13998
RC00110	K18589
RC00110	K18590
RC00110	K18591
RC00110	K19643
RC00110	K19644
RC00111	K00288
RC00111	K01433
RC00111	K01938
RC00111	K03418
RC00111	K13402
RC00112	K00600
RC00113	K00193
RC00113	K00194
RC00113	K00197
RC00113	K00548
RC00113	K00549
RC00113	K00577
RC00113	K00578
RC00113	K00579
RC00113	K00580
RC00113	K00581
RC00113	K00582
RC00113	K00583
RC00113	K00584
RC00113	K00599
RC00113	K14138
RC00113	K15023
RC00113	K15064
RC00113	K15066
RC00113	K17486
RC00113	K21896
RC00114	K00030
RC00114	K00031
RC00114	K05824
RC00114	K10978
RC00114	K17750
RC00114	K17753
RC00114	K21360
RC00115	K14974
RC00116	K00001
RC00116	K00055
RC00116	K00121
RC00116	K00275
RC00116	K04072
RC00116	K05275
RC00116	K10617
RC00116	K13600
RC00116	K13606
RC00116	K13953
RC00116	K13954
RC00116	K18607
RC00116	K18611
RC00116	K19629
RC00116	K21785
RC00117	K00005
RC00117	K00019
RC00117	K00022
RC00117	K00023
RC00117	K00059
RC00117	K00074
RC00117	K00665
RC00117	K00667
RC00117	K01782
RC00117	K01825
RC00117	K07514
RC00117	K07516
RC00117	K10527
RC00117	K11533
RC00117	K11539
RC00117	K15016
RC00117	K17652
RC00120	K00208
RC00120	K00209
RC00120	K00248
RC00120	K00665
RC00120	K00668
RC00120	K02371
RC00120	K07512
RC00120	K10258
RC00120	K10780
RC00121	K00279
RC00121	K00796
RC00121	K06897
RC00121	K10760
RC00121	K13939
RC00121	K13941
RC00121	K18824
RC00121	K18825
RC00121	K18974
RC00122	K00760
RC00122	K00769
RC00122	K01239
RC00122	K03783
RC00122	K03784
RC00122	K03815
RC00122	K03816
RC00122	K09913
RC00122	K13493
RC00122	K15780
RC00122	K19836
RC00123	K00207
RC00123	K17722
RC00123	K17723
RC00125	K00210
RC00125	K00211
RC00125	K00220
RC00125	K04517
RC00125	K14187
RC00125	K15226
RC00125	K15227
RC00126	K00299
RC00126	K00484
RC00126	K05368
RC00126	K05901
RC00126	K13562
RC00126	K14631
RC00126	K15245
RC00126	K16902
RC00126	K19285
RC00126	K19286
RC00126	K20146
RC00126	K22393
RC00126	K22394
RC00127	K00044
RC00127	K04119
RC00127	K05296
RC00127	K10207
RC00127	K10251
RC00127	K13070
RC00127	K13368
RC00127	K13369
RC00127	K13370
RC00127	K13373
RC00128	K01014
RC00128	K01016
RC00128	K01130
RC00128	K13270
RC00128	K13271
RC00130	K17100
RC00131	K01039
RC00131	K01040
RC00131	K01904
RC00131	K08298
RC00131	K13607
RC00133	K00011
RC00133	K00594
RC00133	K17743
RC00134	K01020
RC00134	K04743
RC00134	K08106
RC00134	K11822
RC00134	K22312
RC00135	K00273
RC00135	K13609
RC00135	K17851
RC00135	K19742
RC00135	K19743
RC00135	K21060
RC00135	K21061
RC00135	K22549
RC00135	K22550
RC00137	K01026
RC00137	K01039
RC00137	K01040
RC00137	K01069
RC00137	K05605
RC00137	K07543
RC00137	K07544
RC00137	K08748
RC00137	K12701
RC00137	K13607
RC00137	K15569
RC00137	K15570
RC00137	K15646
RC00137	K18660
RC00137	K18661
RC00137	K18662
RC00137	K20882
RC00138	K00213
RC00138	K14938
RC00139	K00038
RC00139	K00212
RC00139	K05295
RC00139	K20595
RC00141	K01255
RC00141	K01256
RC00141	K01270
RC00141	K01446
RC00141	K01447
RC00141	K01448
RC00141	K01449
RC00141	K01918
RC00141	K01920
RC00141	K01921
RC00141	K01924
RC00141	K01925
RC00141	K01929
RC00141	K05375
RC00141	K06013
RC00141	K07751
RC00141	K08658
RC00141	K09722
RC00141	K11140
RC00141	K11142
RC00141	K12234
RC00141	K12631
RC00141	K12911
RC00141	K12912
RC00141	K12913
RC00141	K13037
RC00141	K13282
RC00141	K13799
RC00141	K14592
RC00141	K15428
RC00141	K15740
RC00141	K15792
RC00141	K16181
RC00141	K18310
RC00141	K18311
RC00141	K19102
RC00141	K19103
RC00141	K19111
RC00141	K19112
RC00141	K19795
RC00141	K21456
RC00142	K01059
RC00143	K00087
RC00143	K00088
RC00143	K00106
RC00143	K11177
RC00143	K11178
RC00143	K13479
RC00143	K13480
RC00143	K13481
RC00143	K13482
RC00143	K13483
RC00144	K00037
RC00144	K00089
RC00144	K04119
RC00144	K05296
RC00144	K05354
RC00144	K08081
RC00144	K09589
RC00144	K12420
RC00144	K17754
RC00144	K19960
RC00145	K00251
RC00145	K09591
RC00145	K12343
RC00145	K12344
RC00145	K12345
RC00145	K16051
RC00146	K00070
RC00146	K01822
RC00146	K03333
RC00146	K09588
RC00146	K16045
RC00148	K00248
RC00148	K00249
RC00148	K09478
RC00148	K11410
RC00148	K11538
RC00149	K00134
RC00149	K00150
RC00149	K02492
RC00149	K05298
RC00149	K10705
RC00150	K00505
RC00151	K01101
RC00151	K22435
RC00152	K00900
RC00152	K00979
RC00152	K00983
RC00152	K01103
RC00152	K14634
RC00152	K15899
RC00152	K18431
RC00152	K21749
RC00153	K01483
RC00153	K16856
RC00153	K18151
RC00154	K00071
RC00154	K00079
RC00154	K00081
RC00154	K00084
RC00154	K04119
RC00154	K05358
RC00154	K05887
RC00154	K07535
RC00154	K09484
RC00154	K09590
RC00154	K09827
RC00154	K10724
RC00154	K12453
RC00154	K12455
RC00154	K12640
RC00154	K13373
RC00154	K13548
RC00154	K13549
RC00154	K15094
RC00154	K15095
RC00154	K15680
RC00154	K15858
RC00154	K15949
RC00154	K17747
RC00154	K19548
RC00154	K19632
RC00154	K20424
RC00154	K20576
RC00156	K00252
RC00157	K00513
RC00157	K08080
RC00157	K14578
RC00157	K14579
RC00157	K14580
RC00157	K14581
RC00157	K15955
RC00158	K00287
RC00158	K13998
RC00158	K18589
RC00158	K18590
RC00158	K18591
RC00158	K19643
RC00158	K19644
RC00159	K01639
RC00159	K01654
RC00159	K05304
RC00159	K15898
RC00159	K18430
RC00160	K00274
RC00160	K00822
RC00160	K00827
RC00160	K07250
RC00160	K13524
RC00160	K19715
RC00161	K00035
RC00161	K00064
RC00161	K17744
RC00161	K18337
RC00161	K22215
RC00162	K01044
RC00162	K01252
RC00162	K01451
RC00162	K01587
RC00162	K01923
RC00162	K01930
RC00162	K02362
RC00162	K02363
RC00162	K02364
RC00162	K11754
RC00162	K12709
RC00162	K13713
RC00162	K20457
RC00162	K22099
RC00163	K00820
RC00163	K02080
RC00163	K02564
RC00165	K00603
RC00165	K00604
RC00165	K01437
RC00165	K01450
RC00165	K01458
RC00165	K13990
RC00166	K00621
RC00166	K01434
RC00166	K01443
RC00166	K01452
RC00166	K01945
RC00166	K02079
RC00166	K02535
RC00166	K02536
RC00166	K04042
RC00166	K11787
RC00166	K11788
RC00166	K12631
RC00166	K12748
RC00166	K13018
RC00166	K13551
RC00166	K13563
RC00166	K13713
RC00166	K15896
RC00166	K15913
RC00166	K16363
RC00166	K17078
RC00166	K17939
RC00166	K20583
RC00166	K20681
RC00167	K01070
RC00168	K00387
RC00168	K05301
RC00168	K21307
RC00168	K21308
RC00168	K21309
RC00169	K00073
RC00171	K00699
RC00171	K00750
RC00171	K01188
RC00171	K01195
RC00171	K01222
RC00171	K01223
RC00171	K05349
RC00171	K05350
RC00171	K10757
RC00171	K12338
RC00171	K12356
RC00171	K12711
RC00171	K12930
RC00171	K12938
RC00171	K12939
RC00171	K13078
RC00171	K13235
RC00171	K13263
RC00171	K13269
RC00171	K15774
RC00171	K15775
RC00171	K15776
RC00171	K15787
RC00171	K15929
RC00171	K15931
RC00171	K15964
RC00171	K17192
RC00171	K17194
RC00171	K19566
RC00171	K21263
RC00171	K22771
RC00171	K22845
RC00171	K22950
RC00171	K23260
RC00171	K23261
RC00172	K01601
RC00172	K01602
RC00173	K10944
RC00173	K10945
RC00173	K10946
RC00173	K16157
RC00173	K16158
RC00173	K16159
RC00173	K16160
RC00173	K16161
RC00173	K16162
RC00174	K01075
RC00174	K04105
RC00174	K04110
RC00174	K08295
RC00174	K09460
RC00174	K12073
RC00174	K14417
RC00174	K16876
RC00174	K18000
RC00174	K19222
RC00174	K20423
RC00174	K20458
RC00174	K21179
RC00174	K21191
RC00174	K21225
RC00176	K00362
RC00176	K00363
RC00176	K00366
RC00176	K03385
RC00176	K04016
RC00176	K15876
RC00176	K17877
RC00177	K00491
RC00177	K01478
RC00177	K10536
RC00177	K13240
RC00177	K13241
RC00177	K13242
RC00177	K13427
RC00179	K22133
RC00180	K00422
RC00180	K00505
RC00180	K00506
RC00181	K00315
RC00181	K00550
RC00181	K00551
RC00181	K00570
RC00181	K05929
RC00181	K06101
RC00181	K09186
RC00181	K09187
RC00181	K09188
RC00181	K09189
RC00181	K11419
RC00181	K11420
RC00181	K11421
RC00181	K11422
RC00181	K11423
RC00181	K11424
RC00181	K11425
RC00181	K11427
RC00181	K11428
RC00181	K11429
RC00181	K11430
RC00181	K11431
RC00181	K11432
RC00181	K11433
RC00181	K14959
RC00181	K15588
RC00181	K17451
RC00181	K17689
RC00181	K17712
RC00181	K17721
RC00181	K18494
RC00181	K18804
RC00181	K18826
RC00181	K19199
RC00181	K20795
RC00181	K20796
RC00181	K21937
RC00181	K22309
RC00181	K22436
RC00181	K22748
RC00182	K00010
RC00182	K00067
RC00182	K12451
RC00182	K12628
RC00182	K13016
RC00182	K13020
RC00182	K13306
RC00182	K13313
RC00182	K13319
RC00182	K13322
RC00182	K15856
RC00182	K16015
RC00182	K16043
RC00182	K16044
RC00182	K18652
RC00182	K19180
RC00182	K19652
RC00182	K19857
RC00182	K20085
RC00182	K20152
RC00182	K20569
RC00182	K20570
RC00182	K20571
RC00182	K20590
RC00182	K21214
RC00182	K22230
RC00182	K22231
RC00182	K22252
RC00183	K00603
RC00183	K00605
RC00183	K01934
RC00184	K00132
RC00184	K00143
RC00184	K03400
RC00184	K04072
RC00184	K04073
RC00184	K13922
RC00184	K14468
RC00184	K15017
RC00184	K15038
RC00184	K18119
RC00184	K18366
RC00185	K00317
RC00185	K10276
RC00186	K00128
RC00186	K00149
RC00186	K14085
RC00187	K13873
RC00187	K19660
RC00188	K00148
RC00188	K17067
RC00188	K17068
RC00189	K00276
RC00189	K08685
RC00189	K15228
RC00189	K15229
RC00190	K17689
RC00190	K18884
RC00190	K20215
RC00190	K22084
RC00190	K22085
RC00190	K22086
RC00190	K22087
RC00192	K05599
RC00192	K05600
RC00192	K11311
RC00192	K16319
RC00192	K16320
RC00192	K18248
RC00192	K18249
RC00194	K04618
RC00195	K00103
RC00195	K00225
RC00196	K01761
RC00197	K00200
RC00197	K00201
RC00197	K00202
RC00197	K00203
RC00197	K00204
RC00197	K00205
RC00197	K00601
RC00197	K00672
RC00197	K01492
RC00197	K08289
RC00197	K11175
RC00197	K11260
RC00197	K11261
RC00197	K11787
RC00197	K20895
RC00197	K20896
RC00199	K18575
RC00200	K00606
RC00201	K00511
RC00201	K14937
RC00201	K18386
RC00202	K00288
RC00202	K00295
RC00202	K00300
RC00202	K00319
RC00202	K01491
RC00202	K10714
RC00202	K13403
RC00202	K13942
RC00203	K00933
RC00203	K00934
RC00203	K19405
RC00204	K01487
RC00204	K01498
RC00204	K01951
RC00204	K11752
RC00204	K14655
RC00205	K00004
RC00205	K00011
RC00205	K00079
RC00205	K03366
RC00205	K18009
RC00206	K00014
RC00206	K03378
RC00206	K05358
RC00206	K05887
RC00206	K13394
RC00206	K13830
RC00206	K13832
RC00206	K15090
RC00206	K17875
RC00206	K18388
RC00209	K01667
RC00209	K01695
RC00209	K01696
RC00209	K03179
RC00209	K03495
RC00209	K03650
RC00209	K06001
RC00209	K06125
RC00209	K12707
RC00209	K13565
RC00209	K14130
RC00209	K19796
RC00209	K21338
RC00210	K01694
RC00210	K01695
RC00210	K01696
RC00210	K06001
RC00212	K10960
RC00212	K12345
RC00213	K00466
RC00213	K00468
RC00213	K03782
RC00213	K21795
RC00214	K01011
RC00215	K00293
RC00215	K12673
RC00215	K14157
RC00215	K21949
RC00216	K00294
RC00216	K13821
RC00217	K00290
RC00217	K14157
RC00218	K00128
RC00218	K00157
RC00218	K07249
RC00218	K09842
RC00218	K10217
RC00218	K12355
RC00218	K17832
RC00218	K23234
RC00219	K00560
RC00219	K13998
RC00220	K05368
RC00220	K21682
RC00221	K00603
RC00221	K01479
RC00221	K13990
RC00223	K00603
RC00223	K13990
RC00224	K00788
RC00224	K00877
RC00224	K03707
RC00224	K10811
RC00224	K14153
RC00224	K14154
RC00224	K21219
RC00224	K21220
RC00225	K00274
RC00225	K00293
RC00225	K00308
RC00225	K00316
RC00225	K12259
RC00225	K13366
RC00225	K13367
RC00225	K13746
RC00225	K14157
RC00225	K17689
RC00225	K17690
RC00225	K17709
RC00225	K17839
RC00225	K20155
RC00225	K20158
RC00226	K00615
RC00226	K01621
RC00227	K16952
RC00227	K17219
RC00227	K17220
RC00227	K17221
RC00228	K00212
RC00228	K05295
RC00228	K15955
RC00228	K15956
RC00229	K18071
RC00230	K00475
RC00230	K00523
RC00230	K12452
RC00231	K01015
RC00231	K01017
RC00231	K01019
RC00231	K01130
RC00231	K01131
RC00231	K01134
RC00231	K04742
RC00231	K07779
RC00231	K08105
RC00233	K04100
RC00233	K04101
RC00233	K15065
RC00234	K13082
RC00234	K15944
RC00235	K05277
RC00235	K13082
RC00235	K13265
RC00236	K03380
RC00236	K05712
RC00236	K14253
RC00236	K14586
RC00236	K15950
RC00236	K16047
RC00236	K16048
RC00236	K17940
RC00236	K20621
RC00236	K21222
RC00236	K21257
RC00236	K22635
RC00236	K22636
RC00237	K00223
RC00238	K08092
RC00240	K15054
RC00240	K16422
RC00241	K00022
RC00241	K01782
RC00241	K01825
RC00241	K20142
RC00242	K00013
RC00242	K00128
RC00242	K00129
RC00242	K00131
RC00242	K00149
RC00242	K00157
RC00242	K00294
RC00242	K00488
RC00242	K03472
RC00242	K03738
RC00242	K07248
RC00242	K11389
RC00242	K13821
RC00242	K14085
RC00242	K14152
RC00242	K18020
RC00242	K18021
RC00242	K18022
RC00242	K18128
RC00242	K18978
RC00242	K19266
RC00244	K09461
RC00246	K00249
RC00246	K00253
RC00247	K02527
RC00247	K20811
RC00248	K17951
RC00248	K19066
RC00249	K21585
RC00249	K21672
RC00250	K00169
RC00250	K00170
RC00250	K00171
RC00250	K00172
RC00250	K00196
RC00250	K00198
RC00250	K06281
RC00250	K06282
RC00250	K10678
RC00250	K10679
RC00250	K10680
RC00250	K15055
RC00251	K10219
RC00253	K01961
RC00253	K01962
RC00253	K01963
RC00253	K11262
RC00253	K11263
RC00253	K15036
RC00253	K18472
RC00253	K20509
RC00254	K00151
RC00254	K10210
RC00254	K10217
RC00254	K10219
RC00254	K17819
RC00255	K00294
RC00255	K13821
RC00256	K01697
RC00256	K10150
RC00257	K04122
RC00257	K05282
RC00257	K07433
RC00257	K07434
RC00257	K09843
RC00257	K12918
RC00257	K15814
RC00257	K15826
RC00257	K21292
RC00257	K22637
RC00261	K00044
RC00261	K10251
RC00261	K13318
RC00261	K13368
RC00261	K13369
RC00261	K13370
RC00261	K13373
RC00261	K16439
RC00261	K17625
RC00261	K18836
RC00262	K01188
RC00262	K05349
RC00262	K05350
RC00262	K13030
RC00262	K14597
RC00262	K16266
RC00263	K00602
RC00263	K01432
RC00263	K01492
RC00263	K01495
RC00263	K06863
RC00263	K07130
RC00263	K09007
RC00263	K14263
RC00263	K14653
RC00263	K22391
RC00264	K01634
RC00267	K03268
RC00267	K08689
RC00267	K10619
RC00267	K15750
RC00267	K16268
RC00267	K16303
RC00267	K16304
RC00267	K18087
RC00267	K18088
RC00267	K18089
RC00267	K18090
RC00267	K18227
RC00268	K21647
RC00268	K21648
RC00269	K10616
RC00269	K13097
RC00269	K13600
RC00269	K15757
RC00269	K15758
RC00269	K15760
RC00269	K15761
RC00269	K15762
RC00269	K15763
RC00269	K15764
RC00269	K15765
RC00269	K15768
RC00269	K15769
RC00269	K17709
RC00269	K18010
RC00269	K18293
RC00270	K05549
RC00270	K05550
RC00270	K05784
RC00270	K18074
RC00270	K18075
RC00270	K18077
RC00271	K05783
RC00271	K18076
RC00272	K10216
RC00273	K14601
RC00274	K14578
RC00274	K14579
RC00274	K14580
RC00274	K14581
RC00274	K14599
RC00274	K14600
RC00275	K10700
RC00275	K14578
RC00275	K14579
RC00275	K14580
RC00275	K14581
RC00275	K17048
RC00275	K17049
RC00277	K17689
RC00277	K17690
RC00279	K00787
RC00279	K00795
RC00279	K00804
RC00279	K00805
RC00279	K00806
RC00279	K02523
RC00279	K05355
RC00279	K05356
RC00279	K11778
RC00279	K12503
RC00279	K12504
RC00279	K12505
RC00279	K13787
RC00279	K13789
RC00279	K14066
RC00279	K15887
RC00279	K15888
RC00279	K19177
RC00279	K21268
RC00279	K21273
RC00279	K21274
RC00279	K21275
RC00282	K09758
RC00282	K22212
RC00283	K00296
RC00283	K23233
RC00284	K01556
RC00285	K01775
RC00286	K03417
RC00286	K20454
RC00287	K03417
RC00288	K12409
RC00288	K18429
RC00289	K01784
RC00289	K02473
RC00289	K08679
RC00289	K10046
RC00289	K16213
RC00289	K17716
RC00289	K17947
RC00289	K20024
RC00289	K20569
RC00289	K20570
RC00289	K21619
RC00289	K21622
RC00289	K22925
RC00290	K01787
RC00290	K01788
RC00290	K01791
RC00290	K13019
RC00290	K13967
RC00291	K00012
RC00291	K00066
RC00291	K02472
RC00291	K02474
RC00291	K13015
RC00291	K21331
RC00291	K22926
RC00293	K01497
RC00293	K14652
RC00294	K01495
RC00294	K09007
RC00294	K22391
RC00295	K01768
RC00295	K01769
RC00295	K05851
RC00295	K05873
RC00295	K08041
RC00295	K08042
RC00295	K08043
RC00295	K08044
RC00295	K08045
RC00295	K08046
RC00295	K08047
RC00295	K08048
RC00295	K08049
RC00295	K11029
RC00295	K11265
RC00295	K12318
